tick_unix,tick_iso,node,presence_online,ps_received,ps_completed,ps_timed_out,ps_max_ms,ms_received,ms_completed,ms_timed_out,ms_max_ms,bk_received,bk_completed,bk_timed_out,bk_max_ms,rd_pubsub_latest,rd_pubsub_max,rd_pubsub_cap,rd_ms_latest,rd_ms_max,rd_ms_cap,rd_bk_latest,rd_bk_max,rd_bk_cap
1777323709,2026-04-27T21:01:49Z,saorsa-3,5,5374,5374,0,207,13298,13298,0,83,415,415,0,7,0,55,10000,0,1,4000,0,0,4000
1777323709,2026-04-27T21:01:49Z,saorsa-6,5,5513,5513,0,138,13199,13199,0,2,414,414,0,2,0,18,10000,0,1,4000,0,0,4000
1777323709,2026-04-27T21:01:49Z,saorsa-7,3,0,0,0,0,0,0,0,0,197,197,0,5,0,0,0,0,0,0,0,0,4000
1777323779,2026-04-27T21:02:59Z,saorsa-2,5,5066,5066,0,207,13677,13677,0,14,430,430,0,3,0,29,10000,0,1,4000,0,0,4000
1777323779,2026-04-27T21:02:59Z,saorsa-3,5,5495,5495,0,270,13605,13605,0,83,426,426,0,7,0,55,10000,0,1,4000,0,0,4000
1777323779,2026-04-27T21:02:59Z,saorsa-6,5,5641,5641,0,138,13503,13503,0,2,424,424,0,2,0,18,10000,0,1,4000,0,0,4000
1777323779,2026-04-27T21:02:59Z,saorsa-7,3,0,0,0,0,0,0,0,0,202,202,0,5,0,0,0,0,0,0,0,0,4000
1777323849,2026-04-27T21:04:10Z,saorsa-2,5,5112,5112,0,207,13980,13980,0,14,439,439,0,3,0,29,10000,0,1,4000,0,0,4000
1777323849,2026-04-27T21:04:10Z,saorsa-3,5,5553,5553,0,270,13908,13908,0,83,435,435,0,7,0,55,10000,0,1,4000,0,0,4000
1777323849,2026-04-27T21:04:10Z,saorsa-6,5,5724,5724,0,138,13802,13802,0,2,433,433,0,2,0,18,10000,0,1,4000,0,0,4000
1777323849,2026-04-27T21:04:10Z,saorsa-7,3,0,0,0,0,0,0,0,0,206,206,0,5,0,0,0,0,0,0,0,0,4000
1777323919,2026-04-27T21:05:19Z,saorsa-2,5,5176,5176,0,207,14284,14284,0,14,447,447,0,3,0,29,10000,0,1,4000,0,0,4000
1777323919,2026-04-27T21:05:19Z,saorsa-3,5,5624,5624,0,270,14213,14213,0,83,444,444,0,7,0,55,10000,0,1,4000,0,0,4000
1777323919,2026-04-27T21:05:19Z,saorsa-6,5,5796,5796,0,138,14100,14100,0,2,442,442,0,2,0,18,10000,0,1,4000,0,0,4000
1777323919,2026-04-27T21:05:19Z,saorsa-7,3,0,0,0,0,0,0,0,0,211,211,0,5,0,0,0,0,0,0,0,0,4000
1777323990,2026-04-27T21:06:30Z,saorsa-2,5,5250,5250,0,207,14592,14592,0,14,458,458,0,3,0,29,10000,0,1,4000,0,0,4000
1777323990,2026-04-27T21:06:30Z,saorsa-3,5,5686,5686,0,270,14517,14517,0,83,454,454,0,7,0,55,10000,0,1,4000,0,0,4000
1777323990,2026-04-27T21:06:30Z,saorsa-6,5,5888,5888,0,138,14399,14399,0,2,452,452,0,2,0,18,10000,0,1,4000,0,0,4000
1777323990,2026-04-27T21:06:30Z,saorsa-7,3,0,0,0,0,0,0,0,0,216,216,0,5,0,0,0,0,0,0,0,0,4000
1777324060,2026-04-27T21:07:40Z,saorsa-2,5,5332,5332,0,207,14893,14893,0,14,467,467,0,3,0,29,10000,0,1,4000,0,0,4000
1777324060,2026-04-27T21:07:40Z,saorsa-3,5,5769,5769,0,270,14820,14820,0,83,463,463,0,7,0,55,10000,0,1,4000,0,0,4000
1777324060,2026-04-27T21:07:40Z,saorsa-6,5,5963,5963,0,138,14700,14700,0,2,461,461,0,2,0,18,10000,0,1,4000,0,0,4000
1777324060,2026-04-27T21:07:40Z,saorsa-7,3,0,0,0,0,0,0,0,0,220,220,0,5,0,0,0,0,0,0,0,0,4000
1777324130,2026-04-27T21:08:50Z,saorsa-2,5,5391,5391,0,207,15198,15198,0,14,475,475,0,3,0,29,10000,0,1,4000,0,0,4000
1777324130,2026-04-27T21:08:50Z,saorsa-3,5,5828,5828,0,270,15123,15123,0,83,472,472,0,7,0,55,10000,0,1,4000,0,0,4000
1777324130,2026-04-27T21:08:50Z,saorsa-6,5,6023,6023,0,138,14997,14997,0,2,470,470,0,2,0,18,10000,0,1,4000,0,0,4000
1777324130,2026-04-27T21:08:50Z,saorsa-7,3,0,0,0,0,0,0,0,0,225,225,0,5,0,0,0,0,0,0,0,0,4000
1777324200,2026-04-27T21:10:00Z,saorsa-2,5,5478,5478,0,207,15503,15503,0,14,486,486,0,3,0,29,10000,0,1,4000,0,0,4000
1777324200,2026-04-27T21:10:00Z,saorsa-3,5,5903,5903,0,270,15431,15431,0,83,482,482,0,7,0,55,10000,0,1,4000,0,0,4000
1777324200,2026-04-27T21:10:00Z,saorsa-6,5,6102,6102,0,138,15300,15300,0,2,480,480,0,2,0,18,10000,0,1,4000,0,0,4000
1777324200,2026-04-27T21:10:00Z,saorsa-7,3,0,0,0,0,0,0,0,0,230,230,0,5,0,0,0,0,0,0,0,0,4000
1777324271,2026-04-27T21:11:11Z,saorsa-2,5,5566,5566,0,207,15810,15810,0,14,495,495,0,3,0,29,10000,0,1,4000,0,0,4000
1777324271,2026-04-27T21:11:11Z,saorsa-3,5,5985,5985,0,270,15738,15738,0,83,491,491,0,7,0,55,10000,0,1,4000,0,0,4000
1777324271,2026-04-27T21:11:11Z,saorsa-6,5,6204,6204,0,138,15603,15603,0,2,489,489,0,2,0,18,10000,0,1,4000,0,0,4000
1777324271,2026-04-27T21:11:11Z,saorsa-7,3,0,0,0,0,0,0,0,0,234,234,0,5,0,0,0,0,0,0,0,0,4000
1777324341,2026-04-27T21:12:22Z,saorsa-2,5,5667,5667,0,207,16112,16112,0,14,503,503,0,3,0,29,10000,0,1,4000,0,0,4000
1777324341,2026-04-27T21:12:22Z,saorsa-3,5,6082,6082,0,270,16042,16042,0,83,500,500,0,7,0,55,10000,0,1,4000,0,0,4000
1777324341,2026-04-27T21:12:22Z,saorsa-6,5,6302,6302,0,138,15902,15902,0,2,498,498,0,2,0,18,10000,0,1,4000,0,0,4000
1777324341,2026-04-27T21:12:22Z,saorsa-7,3,0,0,0,0,0,0,0,0,239,239,0,5,0,0,0,0,0,0,0,0,4000
1777324412,2026-04-27T21:13:32Z,saorsa-2,5,5790,5790,0,207,16417,16417,0,14,515,515,0,3,0,29,10000,0,1,4000,0,0,4000
1777324412,2026-04-27T21:13:32Z,saorsa-3,5,6182,6182,0,270,16344,16344,0,83,510,510,0,7,0,55,10000,0,1,4000,0,0,4000
1777324412,2026-04-27T21:13:32Z,saorsa-6,5,6416,6416,0,138,16199,16199,0,2,508,508,0,4,0,18,10000,0,1,4000,0,0,4000
1777324412,2026-04-27T21:13:32Z,saorsa-7,3,0,0,0,0,0,0,0,0,244,244,0,5,0,0,0,0,0,0,0,0,4000
1777324482,2026-04-27T21:14:42Z,saorsa-2,5,5870,5870,0,207,16720,16720,0,14,523,523,0,3,0,29,10000,0,1,4000,0,0,4000
1777324482,2026-04-27T21:14:42Z,saorsa-3,5,6300,6300,0,270,16649,16649,0,83,519,519,0,7,0,55,10000,0,1,4000,0,0,4000
1777324482,2026-04-27T21:14:42Z,saorsa-6,5,6515,6515,0,138,16499,16499,0,2,517,517,0,4,0,18,10000,0,1,4000,0,0,4000
1777324482,2026-04-27T21:14:42Z,saorsa-7,3,0,0,0,0,0,0,0,0,248,248,0,5,0,0,0,0,0,0,0,0,4000
1777324551,2026-04-27T21:15:51Z,saorsa-2,5,5933,5933,0,207,17022,17022,0,14,531,531,0,3,0,29,10000,0,1,4000,0,0,4000
1777324551,2026-04-27T21:15:51Z,saorsa-3,5,6357,6357,0,270,16949,16949,0,83,528,528,0,7,0,55,10000,0,1,4000,0,0,4000
1777324551,2026-04-27T21:15:51Z,saorsa-6,5,6664,6664,0,138,16802,16802,0,2,526,526,0,4,0,18,10000,0,1,4000,0,0,4000
1777324551,2026-04-27T21:15:51Z,saorsa-7,3,0,0,0,0,0,0,0,0,253,253,0,5,0,0,0,0,0,0,0,0,4000
1777324623,2026-04-27T21:17:03Z,saorsa-2,5,6046,6046,0,207,17331,17331,0,14,543,543,0,3,0,29,10000,0,1,4000,0,0,4000
1777324623,2026-04-27T21:17:03Z,saorsa-3,5,6506,6506,0,270,17259,17259,0,83,538,538,0,7,0,55,10000,0,1,4000,0,0,4000
1777324623,2026-04-27T21:17:03Z,saorsa-6,5,6732,6732,0,138,17099,17099,0,2,536,536,0,4,0,18,10000,0,1,4000,0,0,4000
1777324623,2026-04-27T21:17:03Z,saorsa-7,3,0,0,0,0,0,0,0,0,258,258,0,5,0,0,0,0,0,0,0,0,4000
1777324693,2026-04-27T21:18:13Z,saorsa-2,5,6109,6109,0,207,17639,17639,0,14,551,551,0,3,0,29,10000,0,1,4000,0,0,4000
1777324693,2026-04-27T21:18:13Z,saorsa-3,5,6560,6560,0,270,17568,17568,0,83,547,547,0,7,0,55,10000,0,1,4000,0,0,4000
1777324693,2026-04-27T21:18:13Z,saorsa-6,5,6804,6804,0,138,17403,17403,0,2,545,545,0,4,0,18,10000,0,1,4000,0,0,4000
1777324693,2026-04-27T21:18:13Z,saorsa-7,3,0,0,0,0,0,0,0,0,262,262,0,5,0,0,0,0,0,0,0,0,4000
1777324764,2026-04-27T21:19:24Z,saorsa-2,5,6158,6158,0,207,17940,17940,0,14,560,560,0,3,0,29,10000,0,1,4000,0,0,4000
1777324764,2026-04-27T21:19:24Z,saorsa-3,5,6622,6622,0,270,17871,17871,0,83,556,556,0,7,0,55,10000,0,1,4000,0,0,4000
1777324764,2026-04-27T21:19:24Z,saorsa-6,5,6883,6883,0,138,17706,17706,0,2,555,555,0,4,0,18,10000,0,1,4000,0,0,4000
1777324764,2026-04-27T21:19:24Z,saorsa-7,3,0,0,0,0,0,0,0,0,268,268,0,5,0,0,0,0,0,0,0,0,4000
1777324834,2026-04-27T21:20:34Z,saorsa-2,5,6247,6247,0,207,18248,18248,0,14,571,571,0,3,0,29,10000,0,1,4000,0,0,4000
1777324834,2026-04-27T21:20:34Z,saorsa-3,5,6682,6682,0,270,18176,18176,0,83,566,566,0,7,0,55,10000,0,1,4000,0,0,4000
1777324834,2026-04-27T21:20:34Z,saorsa-6,5,6965,6965,0,138,18002,18002,0,2,565,565,0,4,0,18,10000,0,1,4000,0,0,4000
1777324834,2026-04-27T21:20:34Z,saorsa-7,3,0,0,0,0,0,0,0,0,272,272,0,5,0,0,0,0,0,0,0,0,4000
1777324905,2026-04-27T21:21:45Z,saorsa-2,5,6335,6335,0,207,18553,18553,0,14,579,579,0,3,0,29,10000,0,1,4000,0,0,4000
1777324905,2026-04-27T21:21:45Z,saorsa-3,5,6793,6793,0,270,18480,18480,0,83,575,575,0,7,0,55,10000,0,1,4000,0,0,4000
1777324905,2026-04-27T21:21:45Z,saorsa-6,5,7074,7074,0,138,18303,18303,0,2,573,573,0,4,0,18,10000,0,1,4000,0,0,4000
1777324905,2026-04-27T21:21:45Z,saorsa-7,3,0,0,0,0,0,0,0,0,276,276,0,5,0,0,0,0,0,0,0,0,4000
1777324974,2026-04-27T21:22:54Z,saorsa-2,5,6428,6428,0,207,18853,18853,0,14,588,588,0,3,0,29,10000,0,1,4000,0,0,4000
1777324974,2026-04-27T21:22:54Z,saorsa-3,5,6909,6909,0,270,18783,18783,0,83,585,585,0,7,0,55,10000,0,1,4000,0,0,4000
1777324974,2026-04-27T21:22:54Z,saorsa-6,5,7202,7202,0,138,18603,18603,0,2,583,583,0,4,0,18,10000,0,1,4000,0,0,4000
1777324974,2026-04-27T21:22:54Z,saorsa-7,3,0,0,0,0,0,0,0,0,282,282,0,5,0,0,0,0,0,0,0,0,4000
1777325045,2026-04-27T21:24:05Z,saorsa-2,5,6534,6534,0,207,19163,19163,0,14,599,599,0,3,0,29,10000,0,1,4000,0,0,4000
1777325045,2026-04-27T21:24:05Z,saorsa-3,5,7006,7006,0,270,19090,19090,0,83,594,594,0,7,0,55,10000,0,1,4000,0,0,4000
1777325045,2026-04-27T21:24:05Z,saorsa-6,5,7314,7314,0,138,18904,18904,0,2,593,593,0,4,0,18,10000,0,1,4000,0,0,4000
1777325045,2026-04-27T21:24:05Z,saorsa-7,3,0,0,0,0,0,0,0,0,286,286,0,5,0,0,0,0,0,0,0,0,4000
1777325116,2026-04-27T21:25:16Z,saorsa-2,5,6646,6646,0,207,19468,19468,0,14,607,607,0,3,0,29,10000,0,1,4000,0,0,4000
1777325116,2026-04-27T21:25:16Z,saorsa-3,5,7078,7078,0,270,19396,19396,0,83,603,603,0,7,0,55,10000,0,1,4000,0,0,4000
1777325116,2026-04-27T21:25:16Z,saorsa-6,5,7425,7425,0,138,19203,19203,0,2,601,601,0,4,0,18,10000,0,1,4000,0,0,4000
1777325116,2026-04-27T21:25:16Z,saorsa-7,3,0,0,0,0,0,0,0,0,291,291,0,5,0,0,0,0,0,0,0,0,4000
1777325186,2026-04-27T21:26:26Z,saorsa-2,5,6794,6794,0,207,19770,19770,0,14,616,616,0,3,0,29,10000,0,1,4000,0,0,4000
1777325186,2026-04-27T21:26:26Z,saorsa-3,5,7263,7263,0,270,19697,19697,0,83,613,613,0,7,0,55,10000,0,1,4000,0,0,4000
1777325186,2026-04-27T21:26:26Z,saorsa-6,5,7584,7584,0,138,19502,19502,0,2,612,612,0,4,0,18,10000,0,1,4000,0,0,4000
1777325186,2026-04-27T21:26:26Z,saorsa-7,3,0,0,0,0,0,0,0,0,296,296,0,5,0,0,0,0,0,0,0,0,4000
1777325255,2026-04-27T21:27:35Z,saorsa-2,5,6939,6939,0,207,20074,20074,0,14,627,627,0,3,0,29,10000,0,1,4000,0,0,4000
1777325255,2026-04-27T21:27:35Z,saorsa-3,5,7383,7383,0,270,19999,19999,0,83,622,622,0,7,0,55,10000,0,1,4000,0,0,4000
1777325255,2026-04-27T21:27:35Z,saorsa-6,5,7730,7730,0,138,19803,19803,0,2,621,621,0,4,0,18,10000,0,1,4000,0,0,4000
1777325255,2026-04-27T21:27:35Z,saorsa-7,3,0,0,0,0,0,0,0,0,300,300,0,5,0,0,0,0,0,0,0,0,4000
1777325326,2026-04-27T21:28:46Z,saorsa-2,5,7059,7059,0,207,20381,20381,0,14,635,635,0,3,0,29,10000,0,1,4000,0,0,4000
1777325326,2026-04-27T21:28:46Z,saorsa-3,5,7546,7546,0,270,20306,20306,0,83,631,631,0,7,0,55,10000,0,1,4000,0,0,4000
1777325326,2026-04-27T21:28:46Z,saorsa-6,5,7856,7856,0,138,20099,20099,0,2,629,629,0,4,0,18,10000,0,1,4000,0,0,4000
1777325326,2026-04-27T21:28:46Z,saorsa-7,3,0,0,0,0,0,0,0,0,305,305,0,5,0,0,0,0,0,0,0,0,4000
1777325396,2026-04-27T21:29:56Z,saorsa-2,5,7122,7122,0,207,20680,20680,0,14,644,644,0,3,0,29,10000,0,1,4000,0,0,4000
1777325396,2026-04-27T21:29:56Z,saorsa-3,5,7646,7646,0,270,20615,20615,0,83,642,642,0,7,0,55,10000,0,1,4000,0,0,4000
1777325396,2026-04-27T21:29:56Z,saorsa-6,5,8001,8001,0,138,20406,20406,0,2,640,640,0,4,0,18,10000,0,1,4000,0,0,4000
1777325396,2026-04-27T21:29:56Z,saorsa-7,3,0,0,0,0,0,0,0,0,310,310,0,5,0,0,0,0,0,0,0,0,4000
1777325467,2026-04-27T21:31:07Z,saorsa-2,5,7261,7261,0,207,20989,20989,0,14,655,655,0,3,0,29,10000,0,1,4000,0,0,4000
1777325467,2026-04-27T21:31:07Z,saorsa-3,5,7771,7771,0,270,20917,20917,0,83,651,651,0,7,0,55,10000,0,1,4000,0,0,4000
1777325467,2026-04-27T21:31:07Z,saorsa-6,5,8150,8150,0,138,20703,20703,0,2,649,649,0,4,0,18,10000,0,1,4000,0,0,4000
1777325467,2026-04-27T21:31:07Z,saorsa-7,3,0,0,0,0,0,0,0,0,314,314,0,5,0,0,0,0,0,0,0,0,4000
1777325537,2026-04-27T21:32:17Z,saorsa-2,5,7306,7306,0,207,21293,21293,0,14,663,663,0,3,0,29,10000,0,1,4000,0,0,4000
1777325537,2026-04-27T21:32:17Z,saorsa-3,5,7859,7859,0,270,21220,21220,0,83,659,659,0,7,0,55,10000,0,1,4000,0,0,4000
1777325537,2026-04-27T21:32:17Z,saorsa-6,5,8222,8222,0,138,21002,21002,0,2,657,657,0,4,0,18,10000,0,1,4000,0,0,4000
1777325537,2026-04-27T21:32:17Z,saorsa-7,3,0,0,0,0,0,0,0,0,319,319,0,5,0,0,0,0,0,0,0,0,4000
1777325607,2026-04-27T21:33:27Z,saorsa-2,5,7473,7473,0,207,21599,21599,0,14,672,672,0,3,0,29,10000,0,1,4000,0,0,4000
1777325607,2026-04-27T21:33:27Z,saorsa-3,5,8012,8012,0,300,21530,21530,0,83,670,670,0,7,0,55,10000,0,1,4000,0,0,4000
1777325607,2026-04-27T21:33:27Z,saorsa-6,5,8420,8420,0,138,21306,21306,0,2,668,668,0,4,0,18,10000,0,1,4000,0,0,4000
1777325607,2026-04-27T21:33:27Z,saorsa-7,3,0,0,0,0,0,0,0,0,324,324,0,5,0,0,0,0,0,0,0,0,4000
1777325678,2026-04-27T21:34:38Z,saorsa-2,5,7559,7559,0,207,21905,21905,0,14,683,683,0,3,0,29,10000,0,1,4000,0,0,4000
1777325678,2026-04-27T21:34:38Z,saorsa-3,5,8170,8170,0,300,21831,21831,0,83,679,679,0,7,0,55,10000,0,1,4000,0,0,4000
1777325678,2026-04-27T21:34:38Z,saorsa-6,5,8508,8508,0,138,21602,21602,0,2,677,677,0,4,0,18,10000,0,1,4000,0,0,4000
1777325678,2026-04-27T21:34:38Z,saorsa-7,3,0,0,0,0,0,0,0,0,328,328,0,5,0,0,0,0,0,0,0,0,4000
1777325748,2026-04-27T21:35:48Z,saorsa-2,5,7705,7705,0,207,22206,22206,0,14,691,691,0,3,0,29,10000,0,1,4000,0,0,4000
1777325748,2026-04-27T21:35:48Z,saorsa-3,5,8249,8249,0,300,22134,22134,0,83,687,687,0,7,0,55,10000,0,1,4000,0,0,4000
1777325748,2026-04-27T21:35:48Z,saorsa-6,5,8664,8664,0,138,21899,21899,0,2,686,686,0,4,0,18,10000,0,1,4000,0,0,4000
1777325748,2026-04-27T21:35:48Z,saorsa-7,3,0,0,0,0,0,0,0,0,333,333,0,5,0,0,0,0,0,0,0,0,4000
1777325818,2026-04-27T21:36:58Z,saorsa-2,5,7806,7806,0,207,22513,22513,0,14,701,701,0,3,0,29,10000,0,1,4000,0,0,4000
1777325818,2026-04-27T21:36:58Z,saorsa-3,5,8386,8386,0,300,22441,22441,0,83,698,698,0,7,0,55,10000,0,1,4000,0,0,4000
1777325818,2026-04-27T21:36:58Z,saorsa-6,5,8797,8797,0,138,22202,22202,0,2,696,696,0,4,0,18,10000,0,1,4000,0,0,4000
1777325818,2026-04-27T21:36:58Z,saorsa-7,3,0,0,0,0,0,0,0,0,338,338,0,5,0,0,0,0,0,0,0,0,4000
1777325888,2026-04-27T21:38:08Z,saorsa-2,5,7854,7854,0,207,22815,22815,0,14,711,711,0,3,0,29,10000,0,1,4000,0,0,4000
1777325888,2026-04-27T21:38:08Z,saorsa-3,5,8438,8438,0,300,22741,22741,0,83,707,707,0,7,0,55,10000,0,1,4000,0,0,4000
1777325888,2026-04-27T21:38:08Z,saorsa-6,5,8854,8854,0,138,22498,22498,0,2,705,705,0,4,0,18,10000,0,1,4000,0,0,4000
1777325888,2026-04-27T21:38:08Z,saorsa-7,3,0,0,0,0,0,0,0,0,342,342,0,5,0,0,0,0,0,0,0,0,4000
1777325958,2026-04-27T21:39:18Z,saorsa-2,5,7925,7925,0,207,23118,23118,0,14,719,719,0,3,0,29,10000,0,1,4000,0,0,4000
1777325958,2026-04-27T21:39:18Z,saorsa-3,5,8528,8528,0,300,23044,23044,0,83,715,715,0,7,0,55,10000,0,1,4000,0,0,4000
1777325958,2026-04-27T21:39:18Z,saorsa-6,5,8925,8925,0,138,22795,22795,0,2,714,714,0,4,0,18,10000,0,1,4000,0,0,4000
1777325958,2026-04-27T21:39:18Z,saorsa-7,3,0,0,0,0,0,0,0,0,347,347,0,5,0,0,0,0,0,0,0,0,4000
1777326028,2026-04-27T21:40:28Z,saorsa-2,5,8039,8039,0,207,23423,23423,0,14,729,729,0,3,0,29,10000,0,1,4000,0,0,4000
1777326028,2026-04-27T21:40:28Z,saorsa-3,5,8649,8649,0,300,23353,23353,0,83,726,726,0,7,0,55,10000,0,1,4000,0,0,4000
1777326028,2026-04-27T21:40:28Z,saorsa-6,5,9074,9074,0,138,23099,23099,0,2,724,724,0,4,0,18,10000,0,1,4000,0,0,4000
1777326028,2026-04-27T21:40:28Z,saorsa-7,3,0,0,0,0,0,0,0,0,352,352,0,5,0,0,0,0,0,0,0,0,4000
1777326099,2026-04-27T21:41:39Z,saorsa-2,5,8148,8148,0,207,23726,23726,0,14,739,739,0,3,0,29,10000,0,1,4000,0,0,4000
1777326099,2026-04-27T21:41:39Z,saorsa-3,5,8770,8770,0,300,23660,23660,0,83,735,735,0,7,0,55,10000,0,1,4000,0,0,4000
1777326099,2026-04-27T21:41:39Z,saorsa-6,5,9170,9170,0,138,23404,23404,0,2,733,733,0,4,0,18,10000,0,1,4000,0,0,4000
1777326099,2026-04-27T21:41:39Z,saorsa-7,3,0,0,0,0,0,0,0,0,356,356,0,5,0,0,0,0,0,0,0,0,4000
1777326170,2026-04-27T21:42:50Z,saorsa-2,5,8250,8250,0,207,24035,24035,0,14,747,747,0,3,0,29,10000,0,1,4000,0,0,4000
1777326170,2026-04-27T21:42:50Z,saorsa-3,5,8879,8879,0,300,23963,23963,0,83,744,744,0,7,0,55,10000,0,1,4000,0,0,4000
1777326170,2026-04-27T21:42:50Z,saorsa-6,5,9293,9293,0,138,23699,23699,0,2,742,742,0,4,0,18,10000,0,1,4000,0,0,4000
1777326170,2026-04-27T21:42:50Z,saorsa-7,3,0,0,0,0,0,0,0,0,361,361,0,5,0,0,0,0,0,0,0,0,4000
1777326240,2026-04-27T21:44:00Z,saorsa-2,5,8420,8420,0,207,24337,24337,0,14,758,758,0,3,0,32,10000,0,1,4000,0,0,4000
1777326240,2026-04-27T21:44:00Z,saorsa-3,5,9042,9042,0,300,24267,24267,0,83,754,754,0,7,0,55,10000,0,1,4000,0,0,4000
1777326240,2026-04-27T21:44:00Z,saorsa-6,5,9448,9448,0,138,23999,23999,0,2,752,752,0,4,0,18,10000,0,1,4000,0,0,4000
1777326240,2026-04-27T21:44:00Z,saorsa-7,3,0,0,0,0,0,0,0,0,366,366,0,5,0,0,0,0,0,0,0,0,4000
1777326310,2026-04-27T21:45:10Z,saorsa-2,5,8481,8481,0,207,24640,24640,0,14,767,767,0,3,0,32,10000,0,1,4000,0,0,4000
1777326310,2026-04-27T21:45:10Z,saorsa-3,5,9120,9120,0,300,24570,24570,0,83,763,763,0,7,0,55,10000,0,1,4000,0,0,4000
1777326310,2026-04-27T21:45:10Z,saorsa-6,5,9567,9567,0,138,24299,24299,0,2,761,761,0,4,0,18,10000,0,1,4000,0,0,4000
1777326310,2026-04-27T21:45:10Z,saorsa-7,3,0,0,0,0,0,0,0,0,370,370,0,5,0,0,0,0,0,0,0,0,4000
1777326379,2026-04-27T21:46:19Z,saorsa-2,5,8625,8625,0,207,24944,24944,0,14,775,775,0,3,0,32,10000,0,1,4000,0,0,4000
1777326379,2026-04-27T21:46:19Z,saorsa-3,5,9268,9268,0,300,24871,24871,0,83,771,771,0,7,0,55,10000,0,1,4000,0,0,4000
1777326379,2026-04-27T21:46:19Z,saorsa-6,5,9650,9650,0,138,24594,24594,0,2,770,770,0,4,0,18,10000,0,1,4000,0,0,4000
1777326379,2026-04-27T21:46:19Z,saorsa-7,3,0,0,0,0,0,0,0,0,375,375,0,5,0,0,0,0,0,0,0,0,4000
